reading_id,office_id,office_name,city,region,num_windows,latitude,longitude,service_type_id,service_type,appointment_eligible,observed_at,wait_minutes,queue_length,windows_serving,congestion_status,source
DMV-006-SVC-DL-RENEW-202401101045,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T10:45:00Z,7.7,1,2,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101100,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T11:00:00Z,9.9,2,2,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101115,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T11:15:00Z,9.9,2,2,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101130,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T11:30:00Z,13.6,0,0,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101145,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T11:45:00Z,15.9,4,2,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101200,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T12:00:00Z,15.0,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101215,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T12:15:00Z,6.6,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101230,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T12:30:00Z,14.8,2,0,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101245,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T12:45:00Z,14.5,2,2,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101300,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T13:00:00Z,13.0,1,0,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101315,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T13:15:00Z,4.6,0,0,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101330,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T13:30:00Z,14.5,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101345,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T13:45:00Z,3.7,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101400,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T14:00:00Z,6.9,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101415,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T14:15:00Z,6.9,2,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101430,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T14:30:00Z,6.8,2,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101445,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T14:45:00Z,6.9,0,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101500,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T15:00:00Z,4.8,0,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101515,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T15:15:00Z,5.3,0,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101530,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T15:30:00Z,15.2,3,3,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101545,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T15:45:00Z,14.1,2,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101600,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T16:00:00Z,16.9,3,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101615,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T16:15:00Z,15.8,3,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101630,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T16:30:00Z,6.5,0,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101645,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T16:45:00Z,7.1,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-RENEW-202401101700,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-RENEW,Driver License Renewal,True,2024-01-10T17:00:00Z,6.1,0,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100800,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T08:00:00Z,16.7,1,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100815,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T08:15:00Z,6.6,1,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100830,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T08:30:00Z,10.4,2,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100845,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T08:45:00Z,13.2,0,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100900,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T09:00:00Z,1.1,0,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100915,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T09:15:00Z,13.8,3,2,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100930,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T09:30:00Z,1.8,0,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401100945,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T09:45:00Z,5.2,0,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101000,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T10:00:00Z,16.8,2,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101015,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T10:15:00Z,16.5,4,3,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101030,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T10:30:00Z,2.2,0,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101045,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T10:45:00Z,14.7,1,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101100,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T11:00:00Z,23.2,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101115,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T11:15:00Z,12.3,3,3,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101130,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T11:30:00Z,13.4,1,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101145,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T11:45:00Z,17.1,4,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101200,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T12:00:00Z,38.3,6,3,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101215,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T12:15:00Z,17.1,3,3,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101230,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T12:30:00Z,19.5,3,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101245,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T12:45:00Z,30.9,5,3,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101300,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T13:00:00Z,37.1,5,3,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101315,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T13:15:00Z,20.0,1,1,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101330,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T13:30:00Z,29.9,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101345,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T13:45:00Z,22.0,5,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101400,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T14:00:00Z,23.1,2,1,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101415,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T14:15:00Z,20.3,3,1,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101430,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T14:30:00Z,16.4,2,1,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101445,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T14:45:00Z,13.8,3,3,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101500,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T15:00:00Z,9.4,1,0,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101515,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T15:15:00Z,20.3,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101530,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T15:30:00Z,35.5,5,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101545,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T15:45:00Z,16.7,2,2,LOW,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101600,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T16:00:00Z,29.5,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101615,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T16:15:00Z,20.0,2,2,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101630,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T16:30:00Z,32.9,6,3,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101645,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T16:45:00Z,22.2,3,1,MODERATE,kiosk-sensor
DMV-006-SVC-DL-NEW-202401101700,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-DL-NEW,New Driver License,True,2024-01-10T17:00:00Z,29.6,5,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100800,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T08:00:00Z,7.8,1,0,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100815,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T08:15:00Z,4.7,1,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100830,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T08:30:00Z,3.4,0,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100845,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T08:45:00Z,0.5,0,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100900,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T09:00:00Z,21.6,2,1,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100915,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T09:15:00Z,17.6,2,2,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100930,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T09:30:00Z,19.6,3,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401100945,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T09:45:00Z,16.0,2,2,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101000,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T10:00:00Z,21.9,4,1,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101015,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T10:15:00Z,9.2,1,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101030,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T10:30:00Z,20.9,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101045,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T10:45:00Z,7.2,0,0,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101100,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T11:00:00Z,14.6,2,2,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101115,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T11:15:00Z,22.2,3,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101130,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T11:30:00Z,23.4,3,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101145,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T11:45:00Z,38.8,6,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101200,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T12:00:00Z,37.4,7,4,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101215,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T12:15:00Z,44.2,8,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101230,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T12:30:00Z,32.7,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101245,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T12:45:00Z,40.0,6,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101300,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T13:00:00Z,28.5,3,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101315,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T13:15:00Z,22.6,4,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101330,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T13:30:00Z,30.7,5,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101345,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T13:45:00Z,32.0,4,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101400,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T14:00:00Z,27.3,4,1,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101415,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T14:15:00Z,8.5,1,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101430,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T14:30:00Z,19.5,3,2,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101445,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T14:45:00Z,14.0,3,1,LOW,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101500,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T15:00:00Z,29.9,5,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101515,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T15:15:00Z,34.3,7,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101530,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T15:30:00Z,22.2,2,1,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101545,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T15:45:00Z,29.8,4,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101600,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T16:00:00Z,31.9,5,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101615,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T16:15:00Z,34.5,6,4,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101630,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T16:30:00Z,38.0,6,2,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101645,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T16:45:00Z,35.9,7,3,MODERATE,kiosk-sensor
DMV-006-SVC-ROAD-TEST-202401101700,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-10T17:00:00Z,40.2,6,3,MODERATE,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100800,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T08:00:00Z,0.0,0,1,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100815,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T08:15:00Z,0.0,0,0,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100830,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T08:30:00Z,4.9,2,2,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100845,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T08:45:00Z,11.6,3,2,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100900,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T09:00:00Z,7.5,1,0,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100915,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T09:15:00Z,15.4,1,1,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100930,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T09:30:00Z,8.2,2,2,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401100945,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T09:45:00Z,0.0,1,2,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101000,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T10:00:00Z,6.5,0,1,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101015,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T10:15:00Z,15.2,3,1,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101030,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T10:30:00Z,16.8,3,2,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101045,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T10:45:00Z,12.4,0,1,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101100,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T11:00:00Z,1.1,0,0,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101115,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T11:15:00Z,14.8,3,2,LOW,kiosk-sensor
DMV-006-SVC-VEH-REG-202401101130,DMV-006,San Diego Normal Hts,San Diego,SoCal,16,32.761,-117.125,SVC-VEH-REG,Vehicle Registration,True,2024-01-10T11:30:00Z,20.8,2,2,MODERATE,kiosk-sensor
